event_id,investigation_type,accident_number,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,purpose_of_flight,weather_condition,broad_phase_of_flight,publication_date,state,year,calculated_severity,town,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured
20020917X01725,Accident,ATL82FA052,1982-02-10,"Jessup, Ga",United States,Fatal,Substantial,Airplane,N8299F,Cessna,401,No,2.0,Reciprocating,Part 91: General Aviation,Business,VMC,Cruise,10-02-1983,Georgia,1982,Uninjured,Jessup,0.0,0.0,0.0,5.0
20020917X02403,Accident,MIA82FA045,1982-02-11,"Miami, Fl",United States,Fatal,Destroyed,Airplane,N24CC,Cessna,421,No,2.0,Reciprocating,Part 91: General Aviation,Unknown,IMC,Cruise,11-02-1983,Florida,1982,Fatal,Miami,2.0,0.0,0.0,0.0
20020917X02243,Accident,LAX82DVA12,1982-02-11,"Valley Home, Ca",United States,Fatal,Destroyed,Airplane,N6659Q,Grumman,G-164B,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Takeoff,11-02-1983,California,1982,Uninjured,Valley Home,0.0,0.0,0.0,1.0
20020917X02435,Accident,MKC82DA030,1982-02-11,"Chesterfield, Mo",United States,Fatal,Substantial,Airplane,N757YE,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,11-02-1983,Missouri,1982,Uninjured,Chesterfield,0.0,0.0,0.0,1.0
20020917X01896,Accident,CHI82FEG02,1982-02-12,"Pleasant Hill, Oh",United States,Fatal,Destroyed,Airplane,N5266P,Piper,Pa-24-250,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,12-02-1983,Ohio,1982,Serious,Pleasant Hill,0.0,4.0,0.0,0.0
20020917X01804,Accident,CHI82DA054,1982-02-12,"Elyria, Oh",United States,Fatal,Substantial,Airplane,N49952,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,12-02-1983,Ohio,1982,Minor,Elyria,0.0,0.0,1.0,0.0
20020917X02269,Accident,LAX82FA078,1982-02-13,"Hollister, Ca",United States,Fatal,Destroyed,Airplane,N99WM,Cessna,172K,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,13-02-1983,California,1982,Fatal,Hollister,4.0,0.0,0.0,0.0
20020917X02267,Accident,LAX82FA074,1982-02-13,"Near Sonoma, Ca",United States,Fatal,Destroyed,Airplane,N8455Y,Piper,Pa-34,No,2.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,13-02-1983,California,1982,Fatal,Near Sonoma,1.0,0.0,0.0,0.0
20020917X02264,Accident,LAX82FA071,1982-02-13,"Gilroy, Ca",United States,Fatal,Destroyed,Airplane,N8385D,Beech,J35,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,13-02-1983,California,1982,Fatal,Gilroy,4.0,0.0,0.0,0.0
20020917X02442,Accident,MKC82DA037,1982-02-13,"Grain Valley, Mo",United States,Fatal,Substantial,Airplane,N7947Z,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Taxi,13-02-1983,Missouri,1982,Uninjured,Grain Valley,0.0,0.0,0.0,1.0
20020917X02439,Accident,MKC82DA034,1982-02-13,"Moberly, Mo",United States,Fatal,Substantial,Airplane,N4822B,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,13-02-1983,Missouri,1982,Uninjured,Moberly,0.0,0.0,0.0,1.0
20020917X02010,Accident,FTW82DA057,1982-02-13,"Navajo Dam, Nm",United States,Fatal,Substantial,Airplane,N8862B,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,13-02-1983,New Mexico,1982,Uninjured,Navajo Dam,0.0,0.0,0.0,2.0
20020917X01929,Accident,DEN82DA036,1982-02-13,"Plentywood, Mt",United States,Fatal,Substantial,Airplane,N4380Z,Piper,Pa-18,No,1.0,Reciprocating,Part 91: General Aviation,Personal,UNK,Unknown,13-02-1983,Montana,1982,Minor,Plentywood,0.0,0.0,1.0,1.0
20020917X01797,Accident,CHI82DA046,1982-02-13,"Altamont, Il",United States,Fatal,Substantial,Airplane,N9447U,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,13-02-1983,Illinois,1982,Minor,Altamont,0.0,0.0,1.0,0.0
20020917X02329,Accident,LAX82FXQ04,1982-02-14,"Quincy, Ca",United States,Fatal,Destroyed,Helicopter,N2240H,Bell,214B-1,No,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,Unknown,VMC,Other,14-02-1983,California,1982,Fatal,Quincy,1.0,1.0,0.0,0.0
20020917X02237,Accident,LAX82DUG06,1982-02-14,"Daggett, Ca",United States,Fatal,Destroyed,Airplane,N4539U,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Descent,14-02-1983,California,1982,Serious,Daggett,0.0,2.0,0.0,0.0
20020917X02011,Accident,FTW82DA058,1982-02-14,"Cleveland, Tx",United States,Fatal,Destroyed,Airplane,N5101B,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,14-02-1983,Texas,1982,Uninjured,Cleveland,0.0,0.0,0.0,1.0
20020917X02436,Accident,MKC82DA031,1982-02-14,"Chesterfield, Mo",United States,Fatal,Substantial,Airplane,N18102,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,14-02-1983,Missouri,1982,Uninjured,Chesterfield,0.0,0.0,0.0,1.0
20020917X02353,Accident,MIA82DA057,1982-02-14,"Miami, Fl",United States,Fatal,Substantial,Airplane,N98367,Piper,Pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,14-02-1983,Florida,1982,Uninjured,Miami,0.0,0.0,0.0,1.0
20020917X01805,Accident,CHI82DA055,1982-02-14,"Lebanon, In",United States,Fatal,Substantial,Airplane,N24007,Piper,Pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Approach,14-02-1983,Indiana,1982,Uninjured,Lebanon,0.0,0.0,0.0,2.0
20020917X01803,Accident,CHI82DA053,1982-02-14,"Dwight, Il",United States,Fatal,Substantial,Airplane,N8252V,Piper,Pa-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,14-02-1983,Illinois,1982,Uninjured,Dwight,0.0,0.0,0.0,3.0
20020917X01799,Accident,CHI82DA049,1982-02-14,"Lambertville, Mi",United States,Fatal,Substantial,Airplane,N5543J,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,14-02-1983,Michigan,1982,Uninjured,Lambertville,0.0,0.0,0.0,4.0
20020917X01670,Accident,ATL82DA056,1982-02-14,"Ridgeland, Sc",United States,Fatal,Substantial,Airplane,N2552U,Piper,Pa-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,14-02-1983,South Carolina,1982,Uninjured,Ridgeland,0.0,0.0,0.0,4.0
20020917X02336,Incident,LAX82IA075,1982-02-15,"Ontario, Ca",United States,Incident,Minor,Airplane,N73717,Boeing,B737-2H4,No,2.0,Turbo Jet,Part 121: Air Carrier,Unknown,IMC,Approach,15-02-1983,California,1982,Uninjured,Ontario,0.0,0.0,0.0,119.0
20020917X02012,Accident,FTW82DA059,1982-02-15,"Farmerville, La",United States,Fatal,Destroyed,Airplane,N6822T,Cessna,310D,No,2.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Takeoff,15-02-1983,Louisiana,1982,Uninjured,Farmerville,0.0,0.0,0.0,2.0
20020917X01884,Accident,CHI82FA048,1982-02-15,"Corydon, In",United States,Fatal,Destroyed,Airplane,N1108P,Piper,Pa-23,No,2.0,Reciprocating,Part 91: General Aviation,Ferry,VMC,Cruise,15-02-1983,Indiana,1982,Fatal,Corydon,1.0,0.0,0.0,0.0
20020917X02497,Accident,NYC82DA035,1982-02-15,"Schroon Lake, Ny",United States,Fatal,Substantial,Airplane,N201UM,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,15-02-1983,New York,1982,Uninjured,Schroon Lake,0.0,0.0,0.0,1.0
20020917X02438,Accident,MKC82DA033,1982-02-15,"Des Moines, Ia",United States,Fatal,Substantial,Airplane,N44710,Piper,Pa-28-151,No,1.0,Reciprocating,Part 91: General Aviation,Business,IMC,Descent,15-02-1983,Iowa,1982,Uninjured,Des Moines,0.0,0.0,0.0,1.0
20020917X02437,Accident,MKC82DA032,1982-02-15,"Chesterfield, Mo",United States,Fatal,Substantial,Airplane,N24311,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,15-02-1983,Missouri,1982,Uninjured,Chesterfield,0.0,0.0,0.0,1.0
20020917X01802,Accident,CHI82DA052,1982-02-15,"Monee, Il",United States,Fatal,Substantial,Airplane,N56979,Piper,Pa-28-151,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,15-02-1983,Illinois,1982,Uninjured,Monee,0.0,0.0,0.0,2.0
20020917X01801,Accident,CHI82DA051,1982-02-15,"Fort Wayne, In",United States,Fatal,Substantial,Airplane,N757FX,Cessna,152(Ii),No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,15-02-1983,Indiana,1982,Uninjured,Fort Wayne,0.0,0.0,0.0,1.0
20020917X01798,Accident,CHI82DA047,1982-02-15,"Ottawa, Oh",United States,Fatal,Substantial,Airplane,N3859B,Beech,35,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Approach,15-02-1983,Ohio,1982,Uninjured,Ottawa,0.0,0.0,0.0,1.0
20020917X01726,Accident,ATL82FA054,1982-02-15,"Hagerstown, Md",United States,Fatal,Substantial,Airplane,N3893T,Piper,Pa-28R-180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Landing,15-02-1983,Maryland,1982,Minor,Hagerstown,0.0,1.0,2.0,0.0
20020917X01718,Accident,ATL82DLJ05,1982-02-15,"Fayetteville, Nc",United States,Fatal,Substantial,Airplane,N63536,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Approach,15-02-1983,North Carolina,1982,Minor,Fayetteville,0.0,0.0,1.0,1.0
20020917X01800,Accident,CHI82DA050,1982-02-15,"East Saint Loui, Il",United States,Fatal,Substantial,Airplane,N7511L,Piper,Pa-31-310,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,VMC,Landing,15-02-1983,Illinois,1982,Uninjured,East Saint Loui,0.0,0.0,0.0,2.0
20020917X02346,Accident,MIA82DA047,1982-02-15,San Juan,Puerto Rico,Fatal,Substantial,Airplane,N21732,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,15-02-1983,SAN JUAN,1982,Uninjured,San Juan,0.0,0.0,0.0,1.0
20020917X01727,Accident,ATL82FA055,1982-02-16,"Springfield, Ky",United States,Fatal,Destroyed,Airplane,N2517X,Piper,Pa-31T2,No,2.0,Turbo Prop,Part 91: General Aviation,Business,IMC,Approach,16-02-1983,Kentucky,1982,Fatal,Springfield,8.0,0.0,0.0,0.0
20020917X01807,Accident,CHI82DA057,1982-02-16,"Columbus, Oh",United States,Fatal,Substantial,Airplane,N3DS,Beech,90,No,2.0,Turbo Prop,Part 91: General Aviation,Personal,IMC,Cruise,16-02-1983,Ohio,1982,Uninjured,Columbus,0.0,0.0,0.0,4.0
20020917X02360,Accident,MIA82DA065,1982-02-17,"Opa Locka, Fl",United States,Fatal,Destroyed,Airplane,N757TY,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Taxi,17-02-1983,Florida,1982,Uninjured,Opa Locka,0.0,0.0,0.0,1.0
20020917X02176,Accident,LAX82DA076,1982-02-17,"San Luis Obispo, Ca",United States,Fatal,Substantial,Airplane,N6585H,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,17-02-1983,California,1982,Uninjured,San Luis Obispo,0.0,0.0,0.0,2.0
20020917X02125,Accident,FTW82FQA13,1982-02-17,"Toadlena, Nm",United States,Fatal,Substantial,Airplane,N29665,Piper,Pa-28Rt-201T,No,1.0,Reciprocating,Part 91: General Aviation,Business,IMC,Descent,17-02-1983,New Mexico,1982,Serious,Toadlena,0.0,1.0,0.0,0.0
20020917X01928,Accident,DEN82DA035,1982-02-17,"7 Miles N. Of S, Co",United States,Fatal,Substantial,Airplane,N33NF,Cessna,177Rg,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,17-02-1983,Colorado,1982,Uninjured,7 Miles N. Of S,0.0,0.0,0.0,1.0
20020917X01927,Accident,DEN82DA033,1982-02-17,"Rapid City, Sd",United States,Fatal,Substantial,Airplane,N5314A,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,17-02-1983,South Dakota,1982,Uninjured,Rapid City,0.0,0.0,0.0,3.0
20020917X01926,Accident,DEN82DA032,1982-02-17,"Blanding, Ut",United States,Fatal,Substantial,Airplane,N4814K,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,Business,IMC,Approach,17-02-1983,Utah,1982,Minor,Blanding,0.0,0.0,2.0,0.0
20020917X01968,Accident,DEN82FA034,1982-02-17,"Mitchell, Sd",United States,Fatal,Substantial,Airplane,N5799Y,Piper,Pa-23,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,IMC,Approach,17-02-1983,South Dakota,1982,Uninjured,Mitchell,0.0,0.0,0.0,6.0
20020917X01987,Accident,DEN82FTM09,1982-02-18,"St. George, Ut",United States,Fatal,Destroyed,Airplane,N4295S,Beech,A36,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,18-02-1983,Utah,1982,Fatal,St. George,1.0,0.0,0.0,0.0
20020917X01728,Accident,ATL82FA057,1982-02-18,"Hytop, Al",United States,Fatal,Destroyed,Airplane,N5552F,Piper,Pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,18-02-1983,Alabama,1982,Fatal,Hytop,1.0,0.0,0.0,0.0
20020917X02498,Accident,NYC82DA037,1982-02-18,"Scotia, Ny",United States,Fatal,Substantial,Airplane,N510PE,Cessna,T210N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,18-02-1983,New York,1982,Uninjured,Scotia,0.0,0.0,0.0,1.0
20020917X02500,Accident,NYC82DA039,1982-02-19,"Mount Pocono, Pa",United States,Fatal,Substantial,Airplane,N8226A,Piper,Pa-44-180T,No,2.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Descent,19-02-1983,Pennsylvania,1982,Uninjured,Mount Pocono,0.0,0.0,0.0,3.0
20020917X02014,Accident,FTW82DA061,1982-02-19,"Mesquite, Tx",United States,Fatal,Substantial,Airplane,N2605L,Cessna,172H,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,19-02-1983,Texas,1982,Uninjured,Mesquite,0.0,0.0,0.0,1.0
20020917X01818,Accident,CHI82DA069,1982-02-19,"New Richland, Mn",United States,Fatal,Substantial,Airplane,N3328D,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Ferry,VMC,Landing,19-02-1983,Minnesota,1982,Uninjured,New Richland,0.0,0.0,0.0,1.0
20020917X01809,Accident,CHI82DA060,1982-02-19,"Roselle, Il",United States,Fatal,Substantial,Airplane,N210GL,Cessna,172A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,UNK,Takeoff,19-02-1983,Illinois,1982,Uninjured,Roselle,0.0,0.0,0.0,2.0
20020917X01808,Accident,CHI82DA058,1982-02-19,"St. Charles, Il",United States,Fatal,Substantial,Airplane,N1847X,Beech,58,No,2.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Approach,19-02-1983,Illinois,1982,Uninjured,St. Charles,0.0,0.0,0.0,1.0
20020917X02351,Accident,MIA82DA055,1982-02-19,"Pembroke Pines, Fl",United States,Fatal,Substantial,Airplane,N4721F,Cessna,P206B,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,UNK,Landing,19-02-1983,Florida,1982,Uninjured,Pembroke Pines,0.0,0.0,0.0,1.0
20020917X02268,Accident,LAX82FA077,1982-02-19,"Brawley, Ca",United States,Fatal,Substantial,Helicopter,N4021A,Bell,47G2,No,1.0,Reciprocating,Part 137: Agricultural,Unknown,VMC,Cruise,19-02-1983,California,1982,Uninjured,Brawley,0.0,0.0,0.0,1.0
20020917X01885,Accident,CHI82FA059,1982-02-19,"Oshkosh, Wi",United States,Fatal,Substantial,Airplane,N6761H,Cessna,404,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,IMC,Landing,19-02-1983,Wisconsin,1982,Uninjured,Oshkosh,0.0,0.0,0.0,7.0
20020917X02178,Accident,LAX82DA082,1982-02-20,"Gustine, Ca",United States,Fatal,Destroyed,Airplane,N4307Q,Cessna,172L,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,20-02-1983,California,1982,Fatal,Gustine,1.0,1.0,0.0,0.0
20020917X02126,Accident,FTW82FQA14,1982-02-20,"Fort Sumner, Nm",United States,Fatal,Destroyed,Airplane,N759QR,Cessna,182Q,Yes,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,20-02-1983,New Mexico,1982,Fatal,Fort Sumner,2.0,0.0,0.0,0.0
20020917X02114,Accident,FTW82FPD09,1982-02-20,"Saint Jo, Tx",United States,Fatal,Destroyed,Airplane,N3802E,Piper,Pa-36-375,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,20-02-1983,Texas,1982,Fatal,Saint Jo,1.0,0.0,0.0,0.0
20020917X02444,Accident,MKC82DA039,1982-02-20,"Perryville, Mo",United States,Fatal,Substantial,Airplane,N2240K,Piper,Pa-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,20-02-1983,Missouri,1982,Uninjured,Perryville,0.0,0.0,0.0,1.0
20020917X02350,Accident,MIA82DA054,1982-02-20,"St. Petersburg, Fl",United States,Fatal,Substantial,Airplane,N24725,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,20-02-1983,Florida,1982,Uninjured,St. Petersburg,0.0,0.0,0.0,1.0
20020917X02177,Accident,LAX82DA081,1982-02-20,"Grand Canyon, Az",United States,Fatal,Substantial,Airplane,N529CA,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,20-02-1983,Arizona,1982,Uninjured,Grand Canyon,0.0,0.0,0.0,3.0
20020917X02017,Accident,FTW82DA065,1982-02-20,"Lubbock, Tx",United States,Fatal,Substantial,Airplane,N9320U,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,20-02-1983,Texas,1982,Uninjured,Lubbock,0.0,0.0,0.0,2.0
20020917X02015,Accident,FTW82DA063,1982-02-20,"Krotz Springs, La",United States,Fatal,Substantial,Airplane,N77029,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,20-02-1983,Louisiana,1982,Uninjured,Krotz Springs,0.0,0.0,0.0,1.0
20020917X01811,Accident,CHI82DA062,1982-02-20,"Huntington, In",United States,Fatal,Substantial,Airplane,N291T,Beech,56Tc,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,20-02-1983,Indiana,1982,Uninjured,Huntington,0.0,0.0,0.0,1.0
20020917X01810,Accident,CHI82DA061,1982-02-20,"Franklin, Wi",United States,Fatal,Substantial,Airplane,N63213,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Approach,20-02-1983,Wisconsin,1982,Uninjured,Franklin,0.0,0.0,0.0,2.0
20020917X01629,Accident,ANC82DA020,1982-02-20,"N Cape Yakataga, Ak",United States,Fatal,Substantial,Airplane,N2845D,Grumman,G-21A,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,20-02-1983,Alaska,1982,Uninjured,N Cape Yakataga,0.0,0.0,0.0,2.0
20020917X02466,Accident,MKC82DCJ01,1982-02-21,"Alliance, Ne",United States,Fatal,Destroyed,Airplane,N4812A,Piper,Pa-22-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,21-02-1983,Nebraska,1982,Serious,Alliance,0.0,2.0,0.0,0.0
20020917X02285,Accident,LAX82FUA10,1982-02-21,"Avalon, Ca",United States,Fatal,Destroyed,Airplane,N5593V,Piper,Pa-28-181,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,21-02-1983,California,1982,Serious,Avalon,0.0,4.0,0.0,0.0
20020917X02271,Accident,LAX82FA084,1982-02-21,"Truckee, Ca",United States,Fatal,Destroyed,Airplane,N3646R,Piper,Pa-28-180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,UNK,Cruise,21-02-1983,California,1982,Fatal,Truckee,1.0,0.0,0.0,0.0
20020917X02443,Accident,MKC82DA038,1982-02-21,"Monona, Ia",United States,Fatal,Substantial,Airplane,N9958U,Grumman,Aa-5A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,21-02-1983,Iowa,1982,Uninjured,Monona,0.0,0.0,0.0,4.0
20020917X02441,Accident,MKC82DA036,1982-02-21,"Marceline, Mo",United States,Fatal,Substantial,Airplane,N8424B,Piper,Pa-32R-301T,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,21-02-1983,Missouri,1982,Uninjured,Marceline,0.0,0.0,0.0,1.0
20020917X02440,Accident,MKC82DA035,1982-02-21,"Tipton, Ia",United States,Fatal,Substantial,Airplane,N64998,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,21-02-1983,Iowa,1982,Uninjured,Tipton,0.0,0.0,0.0,1.0
20020917X02270,Accident,LAX82FA080,1982-02-21,"Catalina Island, Ca",United States,Fatal,Substantial,Airplane,N4906G,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,21-02-1983,California,1982,Uninjured,Catalina Island,0.0,0.0,1.0,3.0
20020917X02179,Accident,LAX82DA083,1982-02-21,"Sacramento, Ca",United States,Fatal,Substantial,Airplane,N6597U,Mooney,M-20C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Landing,21-02-1983,California,1982,Uninjured,Sacramento,0.0,0.0,0.0,1.0
20020917X01816,Accident,CHI82DA067,1982-02-21,"Lakerville, Mn",United States,Fatal,Substantial,Airplane,N1GF,Piper,Pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Go-around,21-02-1983,Minnesota,1982,Uninjured,Lakerville,0.0,0.0,0.0,1.0
20020917X01815,Accident,CHI82DA066,1982-02-21,"Plainfield, Il",United States,Fatal,Substantial,Airplane,N6112Q,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,21-02-1983,Illinois,1982,Uninjured,Plainfield,0.0,0.0,0.0,1.0
20020917X02509,Accident,NYC82DA049,1982-02-22,"Westerly, Ri",United States,Fatal,Substantial,Airplane,N5358J,Cessna,421C,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,22-02-1983,Rhode Island,1982,Uninjured,Westerly,0.0,0.0,0.0,6.0
20020917X02019,Accident,FTW82DA067,1982-02-22,"Pickens, Ar",United States,Fatal,Substantial,Airplane,N8526H,Grumman,G-164A,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Takeoff,22-02-1983,Arkansas,1982,Uninjured,Pickens,0.0,0.0,0.0,1.0
20020917X02018,Accident,FTW82DA066,1982-02-22,"Near Patterson, La",United States,Fatal,Substantial,Airplane,N61766,Cessna,A185F,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Taxi,22-02-1983,Louisiana,1982,Uninjured,Near Patterson,0.0,0.0,0.0,2.0
20020917X02016,Accident,FTW82DA064,1982-02-22,"Abilene, Tx",United States,Fatal,Substantial,Airplane,N3643C,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,22-02-1983,Texas,1982,Uninjured,Abilene,0.0,0.0,0.0,1.0
20020917X01814,Accident,CHI82DA065,1982-02-22,"Elyria, Oh",United States,Fatal,Substantial,Airplane,N25743,Piper,Pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,22-02-1983,Ohio,1982,Uninjured,Elyria,0.0,0.0,0.0,2.0
20020917X02352,Accident,MIA82DA056,1982-02-22,"Florida City, Fl",United States,Fatal,Substantial,Airplane,N7335E,Cessna,210A,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,UNK,Other,22-02-1983,Florida,1982,Uninjured,Florida City,0.0,0.0,0.0,1.0
20020917X01817,Accident,CHI82DA068,1982-02-22,"Cleveland, Oh",United States,Fatal,Substantial,Airplane,N8035J,Piper,Pa-60,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,VMC,Takeoff,22-02-1983,Ohio,1982,Uninjured,Cleveland,0.0,0.0,0.0,1.0
20020917X02245,Accident,LAX82DVD10,1982-02-23,"Lodi, Ca",United States,Fatal,Destroyed,Airplane,N731RG,Cessna,A188B,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Takeoff,23-02-1983,California,1982,Serious,Lodi,0.0,1.0,0.0,0.0
20020917X02446,Accident,MKC82DA041,1982-02-23,"Carroll, Ia",United States,Fatal,Substantial,Airplane,N363VA,Piper,Pa-60/601P,No,2.0,Reciprocating,Part 91: General Aviation,Business,IMC,Landing,23-02-1983,Iowa,1982,Uninjured,Carroll,0.0,0.0,0.0,3.0
20020917X02020,Accident,FTW82DA068,1982-02-23,"Kingfisher, Ok",United States,Fatal,Substantial,Airplane,N7178A,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,23-02-1983,Oklahoma,1982,Uninjured,Kingfisher,0.0,0.0,0.0,1.0
20020917X01819,Accident,CHI82DA070,1982-02-23,"Oxford, Oh",United States,Fatal,Substantial,Airplane,N68298,Cessna,152Ii,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,23-02-1983,Ohio,1982,Uninjured,Oxford,0.0,0.0,0.0,1.0
20020917X02367,Accident,MIA82DA077,1982-02-23,Atlantic Ocean,ATLANTIC OCEAN,Fatal,Destroyed,Airplane,N761MG,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,23-02-1983,ATLANTIC OCEAN,1982,Serious,Atlantic Ocean,0.0,2.0,0.0,0.0
20020917X02272,Accident,LAX82FA085,1982-02-24,"Huron, Ca",United States,Fatal,Destroyed,Airplane,N491A,Beech,Be-95-C55,No,2.0,Reciprocating,Part 91: General Aviation,Business,VMC,Takeoff,24-02-1983,California,1982,Fatal,Huron,1.0,0.0,0.0,0.0
20020917X02097,Accident,FTW82FA069,1982-02-24,"Fort Worth, Tx",United States,Fatal,Destroyed,Airplane,N3942,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,IMC,Landing,24-02-1983,Texas,1982,Uninjured,Fort Worth,0.0,0.0,0.0,2.0
20020917X02021,Accident,FTW82DA070,1982-02-24,"Hennessey, Ok",United States,Fatal,Destroyed,Airplane,N79325,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,24-02-1983,Oklahoma,1982,Uninjured,Hennessey,0.0,0.0,0.0,3.0
