event_id,investigation_type,accident_number,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,purpose_of_flight,weather_condition,broad_phase_of_flight,publication_date,state,year,calculated_severity,town,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured
20020917X03192,Accident,DEN82DA173,1982-08-15,"Britton, Sd",United States,Fatal,Substantial,Airplane,N91919,Cessna,A188B,No,1.0,Reciprocating,Part 137: Agricultural,Unknown,VMC,Cruise,15-08-1983,South Dakota,1982,Uninjured,Britton,0.0,0.0,0.0,1.0
20020917X03513,Incident,FTW82IA331,1982-08-16,"El Paso, Tx",United States,Incident,Minor,Airplane,N1969J,Cessna,421B,No,2.0,Turbo Prop,Part 91: General Aviation,Business,VMC,Descent,16-08-1983,Texas,1982,Minor,El Paso,0.0,0.0,1.0,0.0
20020917X03193,Accident,DEN82DA174,1982-08-16,"15Mi. Ne Of Chr, Co",United States,Fatal,Destroyed,Airplane,N3072Z,Piper,Pa-28Rt-201T,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,16-08-1983,Colorado,1982,Uninjured,15Mi. Ne Of Chr,0.0,0.0,0.0,1.0
20020917X04000,Accident,NYC82DA202,1982-08-16,"Tunkhannock, Pa",United States,Fatal,Substantial,Airplane,N3732Z,Piper,Pa-22-160,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,16-08-1983,Pennsylvania,1982,Uninjured,Tunkhannock,0.0,0.0,0.0,2.0
20020917X03773,Accident,MIA82DA170,1982-08-16,"Gainesville, Fl",United States,Fatal,Substantial,Airplane,YS325,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,16-08-1983,Florida,1982,Minor,Gainesville,0.0,0.0,2.0,0.0
20020917X03692,Accident,LAX82FA305,1982-08-16,"Buena Park, Ca",United States,Fatal,Substantial,Airplane,N732JP,Cessna,T210L,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,16-08-1983,California,1982,Uninjured,Buena Park,0.0,0.0,0.0,1.0
20020917X03183,Accident,DEN82DA164,1982-08-16,"Durango, Co",United States,Fatal,Substantial,Airplane,N4642J,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,16-08-1983,Colorado,1982,Uninjured,Durango,0.0,0.0,0.0,1.0
20020917X02697,Accident,ANC82DAG45,1982-08-16,"Eagle River, Ak",United States,Fatal,Substantial,Airplane,N2409P,Piper,Pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,16-08-1983,Alaska,1982,Uninjured,Eagle River,0.0,0.0,0.0,2.0
20020917X02694,Accident,ANC82DAG41,1982-08-16,"Anchorage, Ak",United States,Fatal,Substantial,Airplane,N3849W,Cessna,336,No,2.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,16-08-1983,Alaska,1982,Uninjured,Anchorage,0.0,0.0,0.0,1.0
20020917X02664,Accident,ANC82DA073,1982-08-16,"Near Skwentna, Ak",United States,Fatal,Substantial,Airplane,N79SC,Cessna,185,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,16-08-1983,Alaska,1982,Uninjured,Near Skwentna,0.0,0.0,0.0,1.0
20020917X03708,Accident,LAX82FUM11,1982-08-17,"San Clemente, Ca",United States,Fatal,Destroyed,Airplane,N739UY,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Unknown,17-08-1983,California,1982,Fatal,San Clemente,2.0,0.0,0.0,0.0
20020917X03230,Accident,DEN82FTK06,1982-08-17,"Watertown, Sd",United States,Fatal,Destroyed,Airplane,N154T,Piper,Pa-18,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Maneuvering,17-08-1983,South Dakota,1982,Fatal,Watertown,1.0,0.0,0.0,0.0
20020917X04143,Accident,SEA82DA144,1982-08-17,"Grants Pass, Or",United States,Fatal,Substantial,Airplane,N6139M,Cessna,152-Ii,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,17-08-1983,Oregon,1982,Uninjured,Grants Pass,0.0,0.0,0.0,2.0
20020917X03859,Accident,MKC82DA148,1982-08-17,"Near Traer, Ia",United States,Fatal,Substantial,Airplane,N9975J,Cessna,T188C,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Maneuvering,17-08-1983,Iowa,1982,Uninjured,Near Traer,0.0,0.0,0.0,1.0
20020917X03613,Accident,LAX82DA307,1982-08-17,"Buckeye, Az",United States,Fatal,Substantial,Airplane,N733QE,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,17-08-1983,Arizona,1982,Uninjured,Buckeye,0.0,0.0,0.0,4.0
20020917X03408,Accident,FTW82DA335,1982-08-17,"Alexandria, La",United States,Fatal,Substantial,Airplane,N7744C,Piper,Pa-32R-300,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Go-around,17-08-1983,Louisiana,1982,Uninjured,Alexandria,0.0,0.0,0.0,2.0
20020917X03185,Accident,DEN82DA166,1982-08-17,"Meeker, Co",United States,Fatal,Substantial,Airplane,N7386D,Beech,60,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,17-08-1983,Colorado,1982,Uninjured,Meeker,0.0,0.0,0.0,1.0
20020917X02884,Accident,ATL82FLJ08,1982-08-17,"Scotland Neck, Nc",United States,Fatal,Substantial,Airplane,N9780P,Piper,Pa-25-260,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Maneuvering,17-08-1983,North Carolina,1982,Serious,Scotland Neck,0.0,1.0,0.0,0.0
20020917X02814,Accident,ATL82DA241,1982-08-17,"Florala, Al",United States,Fatal,Substantial,Airplane,N9916G,Cessna,A188A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,17-08-1983,Alabama,1982,Uninjured,Florala,0.0,0.0,0.0,1.0
20020917X03407,Accident,FTW82DA334,1982-08-17,"Marianna, Ar",United States,Fatal,Substantial,Airplane,N5364,Grumman,G164A,No,1.0,Reciprocating,Part 137: Agricultural,Unknown,VMC,Takeoff,17-08-1983,Arkansas,1982,Uninjured,Marianna,0.0,0.0,0.0,1.0
20020917X03858,Accident,MKC82DA147,1982-08-18,"Manhattan, Ks",United States,Fatal,Substantial,Airplane,N3436W,Piper,Pa-32-260,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Descent,18-08-1983,Kansas,1982,Uninjured,Manhattan,0.0,0.0,1.0,6.0
20020917X03416,Accident,FTW82DA343,1982-08-18,"Grand Chenier, La",United States,Fatal,Substantial,Airplane,N70467,Cessna,A185F,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,18-08-1983,Louisiana,1982,Uninjured,Grand Chenier,0.0,0.0,0.0,3.0
20020917X03410,Accident,FTW82DA337,1982-08-18,"Afton, Tx",United States,Fatal,Substantial,Airplane,N50038,Cessna,177Rg,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Taxi,18-08-1983,Texas,1982,Uninjured,Afton,0.0,0.0,0.0,1.0
20020917X03186,Accident,DEN82DA167,1982-08-18,"Englewood, Co",United States,Fatal,Substantial,Airplane,N16541,Piper,Pa-28-235,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,18-08-1983,Colorado,1982,Serious,Englewood,0.0,1.0,0.0,0.0
20020917X03051,Accident,CHI82DA334,1982-08-18,"Holland, Mi",United States,Fatal,Substantial,Airplane,N93019,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,18-08-1983,Michigan,1982,Uninjured,Holland,0.0,0.0,0.0,4.0
20020917X02695,Accident,ANC82DAG42,1982-08-18,"Near Tyonek, Ak",United States,Fatal,Substantial,Airplane,N3489Y,Cessna,185,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Maneuvering,18-08-1983,Alaska,1982,Serious,Near Tyonek,0.0,1.0,0.0,1.0
20020917X04001,Accident,NYC82DA204,1982-08-19,"Wallingford, Ct",United States,Fatal,Substantial,Airplane,N4433C,Cessna,195A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,19-08-1983,Connecticut,1982,Uninjured,Wallingford,0.0,0.0,0.0,1.0
20020917X03701,Accident,LAX82FUG15,1982-08-19,"Fontana, Ca",United States,Fatal,Substantial,Airplane,N24MF,Piper,Pa-34-200T,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,19-08-1983,California,1982,Uninjured,Fontana,0.0,0.0,0.0,5.0
20020917X03411,Accident,FTW82DA338,1982-08-19,"Ardmore, Ok",United States,Fatal,Substantial,Airplane,N9FV,Cessna,P210N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Landing,19-08-1983,Oklahoma,1982,Uninjured,Ardmore,0.0,0.0,0.0,2.0
20020917X03036,Accident,CHI82DA314,1982-08-19,"Minford, Oh",United States,Fatal,Substantial,Airplane,N30845,Cessna,177,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,19-08-1983,Ohio,1982,Serious,Minford,0.0,2.0,0.0,0.0
20020917X04002,Accident,NYC82DA205,1982-08-20,"Ceres, Ny",United States,Fatal,Destroyed,Airplane,N714EY,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,20-08-1983,New York,1982,Uninjured,Ceres,0.0,0.0,0.0,1.0
20020917X03863,Accident,MKC82DA154,1982-08-20,"Fisk, Mo",United States,Fatal,Destroyed,Airplane,N8787L,Piper,Pa-25-235,No,1.0,Reciprocating,Part 137: Agricultural,Unknown,VMC,Takeoff,20-08-1983,Missouri,1982,Uninjured,Fisk,0.0,0.0,0.0,1.0
20020917X02899,Accident,ATL83FA186,1982-08-20,"Ft. Pickett, Va",United States,Fatal,Destroyed,Airplane,N90910,Piper,Pa-18,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Unknown,20-08-1983,Virginia,1982,Fatal,Ft. Pickett,1.0,0.0,0.0,0.0
20020917X03777,Accident,MIA82DA174,1982-08-20,"Miami, Fl",United States,Fatal,Substantial,Helicopter,N366DJ,Bell,47G-2,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,20-08-1983,Florida,1982,Uninjured,Miami,0.0,0.0,0.0,2.0
20020917X03187,Accident,DEN82DA168,1982-08-20,"Weldona, Co",United States,Fatal,Substantial,Airplane,N684CF,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Unknown,20-08-1983,Colorado,1982,Uninjured,Weldona,0.0,0.0,0.0,2.0
20020917X03044,Accident,CHI82DA322,1982-08-20,"Frankford, Mi",United States,Fatal,Substantial,Airplane,N26805,Grumman,Aa-5A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,20-08-1983,Michigan,1982,Uninjured,Frankford,0.0,0.0,0.0,1.0
20020917X03039,Accident,CHI82DA317,1982-08-20,"New Carlisle, Oh",United States,Fatal,Substantial,Airplane,N668V,Beech,Be-33,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,20-08-1983,Ohio,1982,Uninjured,New Carlisle,0.0,0.0,0.0,1.0
20020917X02868,Accident,ATL82FKG16,1982-08-20,"Madison, Ga",United States,Fatal,Substantial,Airplane,N9336U,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,20-08-1983,Georgia,1982,Uninjured,Madison,0.0,0.0,0.0,2.0
20020917X03053,Accident,CHI82DA347,1982-08-20,"Near Brooten, Mn",United States,Fatal,Substantial,Helicopter,N4090G,Bell,47G-4A,No,1.0,Reciprocating,Part 137: Agricultural,Unknown,VMC,Takeoff,20-08-1983,Minnesota,1982,Uninjured,Near Brooten,0.0,0.0,0.0,1.0
20020917X03788,Accident,MIA82FKT11,1982-08-21,"Lantana, Fl",United States,Fatal,Destroyed,Airplane,N68738,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,21-08-1983,Florida,1982,Serious,Lantana,0.0,1.0,0.0,0.0
20020917X03619,Accident,LAX82DA317,1982-08-21,"Phoenix, Az",United States,Fatal,Destroyed,Airplane,N98931,Piper,Pa-12,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,21-08-1983,Arizona,1982,Uninjured,Phoenix,0.0,0.0,0.0,2.0
20020917X03617,Accident,LAX82DA315,1982-08-21,"Santa Catalina, Ca",United States,Fatal,Destroyed,Airplane,N7956Y,Piper,Pa-30,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,21-08-1983,California,1982,Uninjured,Santa Catalina,0.0,0.0,0.0,2.0
20020917X04003,Accident,NYC82DA206,1982-08-21,"Ho Ho Kus, Nj",United States,Fatal,Substantial,Helicopter,N57480,Bell,206L-1,No,1.0,Turbo Shaft,Part 91: General Aviation,Business,VMC,Cruise,21-08-1983,New Jersey,1982,Uninjured,Ho Ho Kus,0.0,0.0,0.0,2.0
20020917X03862,Accident,MKC82DA152,1982-08-21,"Thedford, Ne",United States,Fatal,Substantial,Airplane,N3419E,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,21-08-1983,Nebraska,1982,Minor,Thedford,0.0,0.0,3.0,1.0
20020917X03861,Accident,MKC82DA151,1982-08-21,"Washington, Ia",United States,Fatal,Substantial,Helicopter,N73205,Bell,47G-2A,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Taxi,21-08-1983,Iowa,1982,Uninjured,Washington,0.0,0.0,0.0,1.0
20020917X03418,Accident,FTW82DA345,1982-08-21,"Oklahoma City, Ok",United States,Fatal,Substantial,Airplane,N15373,Piper,Pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,21-08-1983,Oklahoma,1982,Uninjured,Oklahoma City,0.0,0.0,0.0,1.0
20020917X03412,Accident,FTW82DA339B,1982-08-21,"Abilene, Tx",United States,Fatal,Substantial,Airplane,N60157,Cessna,150-J,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Go-around,21-08-1983,Texas,1982,Minor,Abilene,0.0,0.0,2.0,2.0
20020917X03191,Accident,DEN82DA172,1982-08-21,"Palisade, Co",United States,Fatal,Substantial,Airplane,N18906,Beech,C24R,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,21-08-1983,Colorado,1982,Uninjured,Palisade,0.0,0.0,0.0,4.0
20020917X03189,Accident,DEN82DA170,1982-08-21,"Arthur, Nd",United States,Fatal,Substantial,Airplane,N9066V,Mooney,M-20F,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,21-08-1983,North Dakota,1982,Uninjured,Arthur,0.0,0.0,1.0,3.0
20020917X03046,Accident,CHI82DA324,1982-08-21,"Knox, In",United States,Fatal,Substantial,Airplane,N5796W,Piper,Pa-28-160,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Descent,21-08-1983,Indiana,1982,Uninjured,Knox,0.0,0.0,0.0,4.0
20020917X02816,Accident,ATL82DA244,1982-08-21,"Lexington, Ms",United States,Fatal,Substantial,Airplane,N5044T,Piper,Pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,21-08-1983,Mississippi,1982,Uninjured,Lexington,0.0,0.0,0.0,2.0
20020917X02815,Accident,ATL82DA242,1982-08-21,"Holly Springs, Ms",United States,Fatal,Substantial,Airplane,N7320M,Cessna,210M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,21-08-1983,Mississippi,1982,Minor,Holly Springs,0.0,0.0,1.0,0.0
20020917X02674,Accident,ANC82DAA11,1982-08-21,"Caribou Strip, Ak",United States,Fatal,Substantial,Airplane,N9376C,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,21-08-1983,Alaska,1982,Uninjured,Caribou Strip,0.0,0.0,0.0,3.0
20020917X03415,Accident,FTW82DA342,1982-08-21,"Port Mansfield, Tx",United States,Fatal,Substantial,Helicopter,N208EH,Bell,206B,No,1.0,Turbo Shaft,Part 91: General Aviation,Unknown,VMC,Cruise,21-08-1983,Texas,1982,Uninjured,Port Mansfield,0.0,0.0,0.0,1.0
20020917X03693,Accident,LAX82FA308,1982-08-22,"Los Angeles, Ca",United States,Fatal,Destroyed,Airplane,N6825P,Piper,Pa-24-250,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,22-08-1983,California,1982,Fatal,Los Angeles,1.0,0.0,0.0,0.0
20020917X04004,Accident,NYC82DA207,1982-08-22,"Utica, Ny",United States,Fatal,Substantial,Airplane,N4950M,Piper,Pa-11,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,22-08-1983,New York,1982,Uninjured,Utica,0.0,0.0,0.0,2.0
20020917X03413,Accident,FTW82DA340,1982-08-22,"Jonesboro, Ar",United States,Fatal,Substantial,Airplane,N761BK,Cessna,152A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,22-08-1983,Arkansas,1982,Uninjured,Jonesboro,0.0,0.0,0.0,1.0
20020917X03190,Accident,DEN82DA171,1982-08-22,"Bismarck, Nd",United States,Fatal,Substantial,Airplane,N3004B,Cessna,190,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,22-08-1983,North Dakota,1982,Uninjured,Bismarck,0.0,0.0,0.0,4.0
20020917X03042,Accident,CHI82DA320,1982-08-22,"Houston, Mn",United States,Fatal,Substantial,Airplane,N8601C,Piper,Pa-22,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,22-08-1983,Minnesota,1982,Uninjured,Houston,0.0,0.0,0.0,1.0
20020917X03041,Accident,CHI82DA319,1982-08-22,"St. Paul, Mn",United States,Fatal,Substantial,Airplane,N76778,Cessna,120,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,22-08-1983,Minnesota,1982,Uninjured,St. Paul,0.0,0.0,0.0,1.0
20020917X02817,Accident,ATL82DA246,1982-08-22,"Batesville, Ga",United States,Fatal,Substantial,Airplane,N9398G,Cessna,182P,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,22-08-1983,Georgia,1982,Uninjured,Batesville,0.0,0.0,0.0,2.0
20020917X02700,Accident,ANC82DAG50,1982-08-22,"Kodiak, Ak",United States,Fatal,Substantial,Airplane,N60460,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,22-08-1983,Alaska,1982,Uninjured,Kodiak,0.0,0.0,0.0,1.0
20020917X03614,Accident,LAX82DA311,1982-08-22,"Grand Canyon, Az",United States,Fatal,Substantial,Helicopter,N83037,Bell,206B,No,1.0,Turbo Shaft,Part 91: General Aviation,Unknown,VMC,Cruise,22-08-1983,Arizona,1982,Uninjured,Grand Canyon,0.0,0.0,0.0,1.0
20020917X03210,Accident,DEN82FA197,1982-08-22,"Near Kalispell, Mt",United States,Fatal,Substantial,Airplane,CGICK,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Landing,22-08-1983,Montana,1982,Fatal,Near Kalispell,1.0,0.0,1.0,0.0
20020917X02703,Accident,ANC82DAG60,1982-08-23,"Dillingham, Ak",United States,Fatal,Destroyed,Airplane,N5936V,Piper,Pa-28R,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Cruise,23-08-1983,Alaska,1982,Fatal,Dillingham,3.0,0.0,0.0,0.0
20020917X04147,Accident,SEA82DA148,1982-08-23,"Weiser, Id",United States,Fatal,Substantial,Airplane,N3762A,Piper,Pa-22-135,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Go-around,23-08-1983,Idaho,1982,Uninjured,Weiser,0.0,0.0,0.0,2.0
20020917X02696,Accident,ANC82DAG43,1982-08-23,"Eagle River, Ak",United States,Fatal,Substantial,Airplane,N7773K,Piper,Pa-20,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,23-08-1983,Alaska,1982,Uninjured,Eagle River,0.0,0.0,0.0,1.0
20020917X03417,Accident,FTW82DA344,1982-08-23,"Silver City, Nm",United States,Fatal,Substantial,Airplane,N9867F,Cessna,401A,No,2.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Takeoff,23-08-1983,New Mexico,1982,Uninjured,Silver City,0.0,0.0,0.0,2.0
20020917X03727,Accident,LAX82FXQ12,1982-08-24,"Dayton, Nv",United States,Fatal,Destroyed,Airplane,N9968H,Cessna,182R,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Descent,24-08-1983,Nevada,1982,Fatal,Dayton,2.0,0.0,0.0,0.0
20020917X04010,Accident,NYC82DA240,1982-08-24,"Honeoye Falls, Ny",United States,Fatal,Substantial,Airplane,N41419,Piper,Pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,24-08-1983,New York,1982,Minor,Honeoye Falls,0.0,0.0,1.0,0.0
20020917X03016,Accident,CHI82DA291A,1982-08-25,"Strongsville, Oh",United States,Fatal,Destroyed,Airplane,N20374,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,25-08-1983,Ohio,1982,Uninjured,Strongsville,0.0,0.0,0.0,3.0
20020917X02897,Incident,ATL82IA245,1982-08-25,"Duluth, Ga",United States,Incident,Minor,Airplane,N2163W,Beech,C23,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Standing,25-08-1983,Georgia,1982,Uninjured,Duluth,0.0,0.0,0.0,1.0
20020917X02716,Incident,ANC82IA076,1982-08-25,"Scammon Bay, Ak",United States,Incident,Minor,Airplane,N3870G,Cessna,206B,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Approach,25-08-1983,Alaska,1982,Uninjured,Scammon Bay,0.0,0.0,0.0,1.0
20020917X03016,Accident,CHI82DA291B,1982-08-25,"Strongsville, Oh",United States,Fatal,Substantial,Airplane,N3438N,Mooney,M20F,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,25-08-1983,Ohio,1982,Uninjured,Strongsville,0.0,0.0,0.0,3.0
20020917X02823,Accident,ATL82DA253,1982-08-25,"Campbellsville, Ky",United States,Fatal,Substantial,Airplane,N6850J,Piper,Pa-34,No,2.0,Reciprocating,Part 91: General Aviation,Business,VMC,Taxi,25-08-1983,Kentucky,1982,Uninjured,Campbellsville,0.0,0.0,0.0,1.0
20020917X02698,Accident,ANC82DAG46,1982-08-25,"Quinhagak, Ak",United States,Fatal,Substantial,Airplane,N53145,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,25-08-1983,Alaska,1982,Uninjured,Quinhagak,0.0,0.0,0.0,2.0
20020917X04005,Accident,NYC82DA209,1982-08-25,"Saratoga Spring, Ny",United States,Fatal,Substantial,Airplane,N88572,Cessna,421C,No,2.0,Reciprocating,Part 91: General Aviation,Unknown,IMC,Approach,25-08-1983,New York,1982,Uninjured,Saratoga Spring,0.0,0.0,0.0,2.0
20020917X03425,Accident,FTW82DA354,1982-08-25,"Columbia, La",United States,Fatal,Substantial,Airplane,N8390,Grumman,G-164A,No,1.0,Reciprocating,Part 137: Agricultural,Unknown,VMC,Takeoff,25-08-1983,Louisiana,1982,Uninjured,Columbia,0.0,0.0,0.0,1.0
20020917X02668,Accident,ANC82DA080,1982-08-25,"Near Dillingham, Ak",United States,Fatal,Substantial,Airplane,N7989C,Piper,Pa-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,VMC,Takeoff,25-08-1983,Alaska,1982,Uninjured,Near Dillingham,0.0,0.0,0.0,7.0
20020917X04008,Accident,NYC82DA213,1982-08-26,"Matawan, Nj",United States,Fatal,Substantial,Airplane,N1156U,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Go-around,26-08-1983,New Jersey,1982,Uninjured,Matawan,0.0,0.0,0.0,1.0
20020917X03194,Accident,DEN82DA176,1982-08-26,"Ft. Collins, Co",United States,Fatal,Substantial,Airplane,N757AV,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,26-08-1983,Colorado,1982,Uninjured,Ft. Collins,0.0,0.0,0.0,1.0
20020917X04161,Accident,SEA82FA149,1982-08-27,"Boise, Id",United States,Fatal,Destroyed,Airplane,N7306U,Cessna,T207A,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,VMC,Takeoff,27-08-1983,Idaho,1982,Uninjured,Boise,0.0,0.0,3.0,4.0
20020917X03510,Accident,FTW82FRJ17,1982-08-27,"Jamestown, La",United States,Fatal,Destroyed,Helicopter,N5754P,Bell,206B,No,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,Unknown,VMC,Maneuvering,27-08-1983,Louisiana,1982,Serious,Jamestown,0.0,1.0,0.0,0.0
20020917X03478,Accident,FTW82FQA26,1982-08-27,"La Plata, Nm",United States,Fatal,Destroyed,Airplane,N3251V,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,27-08-1983,New Mexico,1982,Serious,La Plata,0.0,1.0,0.0,0.0
20020917X03226,Accident,DEN82FTG06,1982-08-27,"Oakes, Nd",United States,Fatal,Destroyed,Airplane,N7715H,Piper,Pa-12,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,27-08-1983,North Dakota,1982,Fatal,Oakes,2.0,0.0,0.0,0.0
20020917X03225,Accident,DEN82FTE24,1982-08-27,"Monarch Pass, Co",United States,Fatal,Destroyed,Airplane,N3LT,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Climb,27-08-1983,Colorado,1982,Serious,Monarch Pass,0.0,2.0,0.0,0.0
20020917X02701,Accident,ANC82DAG52,1982-08-27,"Healy, Ak",United States,Fatal,Destroyed,Airplane,N4830U,Cessna,Tu206,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,27-08-1983,Alaska,1982,Uninjured,Healy,0.0,0.0,0.0,3.0
